name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,470338,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-02T01:13:05Z
sindresorhus/awesome,441669,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-02T01:17:20Z
freeCodeCamp/freeCodeCamp,437649,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-02T01:15:17Z
public-apis/public-apis,401994,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-02T01:18:37Z
EbookFoundation/free-programming-books,383456,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-02T01:04:39Z
kamranahmedse/developer-roadmap,349957,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-02T01:04:10Z
jwasham/coding-interview-university,337519,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-02T00:48:13Z
donnemartin/system-design-primer,337031,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-02T00:49:32Z
vinta/awesome-python,285113,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-03-02T01:09:19Z
awesome-selfhosted/awesome-selfhosted,275996,N/A,A list of Free Software network services and web applications which can be hosted on your own server,https://github.com/awesome-selfhosted/awesome-selfhosted,2026-03-02T01:17:41Z
