coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,66208.0,1324371858386.2463,-3.8268053021866697,2026-03-28T01:21:52.333404,📉
cardano,0.245558,9053774682.591875,-3.5683539400219253,2026-03-28T01:21:52.333415,📉
ethereum,1987.63,239888193705.23422,-3.897092138846767,2026-03-28T01:21:52.333418,📉
polkadot,1.28,2138297050.9775665,-3.749278988312352,2026-03-28T01:21:52.333421,📉
solana,82.51,47224633401.10254,-4.767589349240383,2026-03-28T01:21:52.333424,📉
