name,stars,language,description,url,created_at
lnkiai/m3e-canvas,4303,TypeScript,Sketch Material 3 Expressive screens in the browser and turn them into vibe-coding prompts.,https://github.com/lnkiai/m3e-canvas,2026-09-02T04:36:34Z
anthropics/commerce-agents,2226,Python,"Reference blueprint for building shopping and merchant agents with Claude. Examples in retail, comme",https://github.com/anthropics/commerce-agents,2026-09-01T12:30:12Z
ashemag/human-atlas,1376,TypeScript,"Open-source 3D anatomy explorer: 2,234 selectable BodyParts3D meshes, system layers, search, and exp",https://github.com/ashemag/human-atlas,2026-09-05T00:24:43Z
Rion-Wu-tech/wechat-intelligence-hub,1128,Python,"Local-first WeChat intelligence system with a read-only CLI, Codex skills, searchable chat history, ",https://github.com/Rion-Wu-tech/wechat-intelligence-hub,2026-09-04T15:00:53Z
pierrenade/short-video-generator-AI,909,Python,Free open-source project designed for turning youtube-viedos into viral short videos. Highlight dete,https://github.com/pierrenade/short-video-generator-AI,2026-09-05T11:55:18Z
anthropics/fermats-last-theorem,849,Lean,No description,https://github.com/anthropics/fermats-last-theorem,2026-09-04T14:21:04Z
yczz/oc-english,833,JavaScript,养成类游戏英语学习,https://github.com/yczz/oc-english,2026-09-01T23:45:27Z
danielblnc/DLSS-NR-on-AMD,775,N/A,Run DLSS 5 Neural Rendering on your AMD GPU. Magic!,https://github.com/danielblnc/DLSS-NR-on-AMD,2026-09-03T00:42:03Z
vinzdg/codenotch,706,Swift,"A macOS app that pins usage limits from Claude Code, Cursor, Codex, and Antigravity to a screen edge",https://github.com/vinzdg/codenotch,2026-09-05T14:55:35Z
nahrek/polyledger,620,Python,"Resumable Polymarket indexer: CLOB market metadata plus on-chain trades from Polygon, in one DuckDB ",https://github.com/nahrek/polyledger,2026-09-02T17:00:13Z
