coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,71518.0,1431702695748.3604,4.21816609132146,2026-04-08T01:44:17.948135,📈
cardano,0.261836,9655591070.789248,6.767505274398024,2026-04-08T01:44:17.948144,📈
ethereum,2237.64,270024785998.23077,6.083451170373624,2026-04-08T01:44:17.948145,📈
polkadot,1.31,2194830295.776638,5.798397172347932,2026-04-08T01:44:17.948147,📈
solana,84.73,48598492979.490814,5.909340931539496,2026-04-08T01:44:17.948148,📈
