name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,512571,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-07T02:43:04Z
sindresorhus/awesome,473540,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-07T02:37:56Z
freeCodeCamp/freeCodeCamp,446324,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-07T02:26:07Z
public-apis/public-apis,439831,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-07T02:42:56Z
EbookFoundation/free-programming-books,389793,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-07T02:33:29Z
openclaw/openclaw,377304,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-07T02:42:34Z
nilbuild/developer-roadmap,356413,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-07T02:09:00Z
donnemartin/system-design-primer,352011,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-07T02:33:27Z
jwasham/coding-interview-university,350647,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-07T02:23:48Z
vinta/awesome-python,301669,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-07T01:57:51Z
