name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,482478,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-23T01:18:21Z
sindresorhus/awesome,447979,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-23T01:08:35Z
freeCodeCamp/freeCodeCamp,438731,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-23T00:44:59Z
public-apis/public-apis,414405,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-23T01:23:58Z
EbookFoundation/free-programming-books,384443,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-23T00:52:11Z
kamranahmedse/developer-roadmap,351481,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-23T00:36:54Z
donnemartin/system-design-primer,339875,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-23T01:18:36Z
jwasham/coding-interview-university,338118,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-23T00:58:26Z
openclaw/openclaw,330306,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-23T01:24:01Z
vinta/awesome-python,288533,Python,"An opinionated list of Python frameworks, libraries, tools, and resources.",https://github.com/vinta/awesome-python,2026-03-23T01:23:26Z
