name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,491504,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-19T01:53:20Z
sindresorhus/awesome,456681,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-19T01:47:55Z
freeCodeCamp/freeCodeCamp,443149,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-19T01:15:21Z
public-apis/public-apis,424798,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-19T01:44:51Z
EbookFoundation/free-programming-books,385682,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-19T01:52:49Z
openclaw/openclaw,360089,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-19T01:52:48Z
kamranahmedse/developer-roadmap,353168,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-19T00:39:04Z
donnemartin/system-design-primer,343237,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-19T01:27:20Z
jwasham/coding-interview-university,341105,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-19T01:34:00Z
vinta/awesome-python,293107,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-19T01:51:02Z
