name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,477836,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-17T01:19:29Z
sindresorhus/awesome,446081,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-17T01:15:13Z
freeCodeCamp/freeCodeCamp,438345,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-17T00:54:56Z
public-apis/public-apis,411106,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-17T01:18:01Z
EbookFoundation/free-programming-books,384125,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-17T01:19:31Z
kamranahmedse/developer-roadmap,351035,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-17T00:59:25Z
donnemartin/system-design-primer,339116,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-17T00:59:02Z
jwasham/coding-interview-university,337892,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-17T00:46:37Z
openclaw/openclaw,317552,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-17T01:20:24Z
vinta/awesome-python,287527,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-03-17T01:19:33Z
