name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,499735,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-08T02:07:30Z
sindresorhus/awesome,463776,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-08T02:09:13Z
freeCodeCamp/freeCodeCamp,444326,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-08T02:04:39Z
public-apis/public-apis,433090,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-08T02:11:12Z
EbookFoundation/free-programming-books,387887,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-08T01:50:26Z
openclaw/openclaw,369485,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-08T02:06:41Z
nilbuild/developer-roadmap,354377,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-08T02:00:57Z
donnemartin/system-design-primer,347359,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-08T02:07:46Z
jwasham/coding-interview-university,346355,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-08T02:11:41Z
vinta/awesome-python,296432,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-08T01:53:39Z
