title,url,score,comments,by,hn_url
Virginia bans sale of geolocation data,https://www.hunton.com/privacy-and-cybersecurity-law-blog/virginia-bans-sale-of-geolocation-data,492,89,toomuchtodo,https://news.ycombinator.com/item?id=48767347
An American Privacy Emergency,https://scottaaronson.blog/?p=9902,138,36,flowercalled,https://news.ycombinator.com/item?id=48768992
"crustc: entirety of `rustc`, translated to C",https://github.com/FractalFir/crustc,132,27,Philpax,https://news.ycombinator.com/item?id=48768464
GitHub is proud to announce that you can now obtain your public repo on CD-ROM,https://forms.cloud.microsoft/pages/responsepage.aspx?id=v4j5cvGGr0GRqy180BHbR6G-c11n8yFDlQmk4B-QjDxUQkdTTjZLU0EyTFFRV1E3NVRTVTRTWjRHMy4u&route=shorturl,59,41,throwaway2027,https://news.ycombinator.com/item?id=48768997
Reality has a surprising amount of detail (2017),https://johnsalvatier.org/blog/2017/reality-has-a-surprising-amount-of-detail,141,48,vinhnx,https://news.ycombinator.com/item?id=48702874
Exapunks (2018),https://www.zachtronics.com/exapunks/,219,80,yu3zhou4,https://news.ycombinator.com/item?id=48765663
"Since Linux 6.9, LUKS suspend stopped wiping disk-encryption keys from memory",https://mathstodon.xyz/@iblech/116769502749142438,404,190,IngoBlechschmid,https://news.ycombinator.com/item?id=48763035
Right to Local Intelligence,https://righttointelligence.org/,29,11,thoughtpeddler,https://news.ycombinator.com/item?id=48768951
Mystery identity of 'Green Boots' climber is finally solved after DNA test,https://www.dailymail.com/news/article-15943905/Mystery-identity-Green-Boots-climber-macabre-landmark-frozen-ice-dying-Everest-finally-solved-DNA-test.html,52,22,FireBeyond,https://news.ycombinator.com/item?id=48768336
Podman v6.0.0,https://blog.podman.io/2026/07/introducing-podman-v6-0-0/,396,156,soheilpro,https://news.ycombinator.com/item?id=48762098
