name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,455597,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-11T00:51:31Z
freeCodeCamp/freeCodeCamp,435713,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-10T23:47:14Z
sindresorhus/awesome,428594,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-11T01:03:40Z
public-apis/public-apis,390503,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-11T01:06:03Z
EbookFoundation/free-programming-books,380257,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-11T00:40:10Z
kamranahmedse/developer-roadmap,347014,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-11T00:44:40Z
jwasham/coding-interview-university,335773,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-11T00:40:43Z
donnemartin/system-design-primer,331869,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-11T01:03:43Z
vinta/awesome-python,277653,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-11T01:06:34Z
996icu/996.ICU,275136,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-11T00:50:50Z
