name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,517128,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-19T03:29:36Z
sindresorhus/awesome,476895,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-19T03:14:58Z
freeCodeCamp/freeCodeCamp,449581,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-19T03:29:43Z
public-apis/public-apis,442614,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-19T03:29:43Z
EbookFoundation/free-programming-books,390479,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-19T03:10:42Z
openclaw/openclaw,379420,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-19T03:31:06Z
nilbuild/developer-roadmap,357662,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-19T03:20:29Z
donnemartin/system-design-primer,353800,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-19T03:21:25Z
jwasham/coding-interview-university,352961,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-19T02:51:07Z
vinta/awesome-python,303648,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-19T03:30:54Z
