title,url,score,comments,by,hn_url
GAO: DOE Is Prematurely Excluding Less Expensive Options for Nuclear Cleanup,https://www.gao.gov/products/gao-26-108193,92,35,Jimmc414,https://news.ycombinator.com/item?id=48824826
We charge $10k a week to delete AI-generated code,https://odra.dev/slopfix/,195,90,zie1ony,https://news.ycombinator.com/item?id=48823359
"Local, CPU-Friendly, High-Quality TTS (Text-to-Speech) with Kokoro",https://ariya.io/2026/03/local-cpu-friendly-high-quality-tts-text-to-speech-with-kokoro/,293,68,speckx,https://news.ycombinator.com/item?id=48821576
"StreetComplete: Fixing OpenStreetMap, one tiny quest at a time",https://streetcomplete.app/,693,170,kls0e,https://news.ycombinator.com/item?id=48816883
Canada's only watchmaking school still ticking after 80 years,https://www.cbc.ca/news/canada/montreal/canada-s-only-watchmaking-school-9.7254211,21,2,throw0101a,https://news.ycombinator.com/item?id=48786789
Chat Control 1.0 and 2.0 Explained,https://fightchatcontrol.eu/chat-control-overview,443,144,gasull,https://news.ycombinator.com/item?id=48818311
Tenda firmware (multiple versions) contains hidden authentication backdoor,https://kb.cert.org/vuls/id/213560,13,2,miniBill,https://news.ycombinator.com/item?id=48825749
Structure and Interpretation of Computer Programs Video Lectures,https://ocw.mit.edu/courses/6-001-structure-and-interpretation-of-computer-programs-spring-2005/video_galleries/video-lectures/,19,0,gjvc,https://news.ycombinator.com/item?id=48825664
An interactive explorer for Benford's Law across real datasets,https://vatsalbakshi.com/blog/benfords-law/,14,3,dingobabies,https://news.ycombinator.com/item?id=48825816
"Show HN: Davit, a Apple Containers UI",https://davit.app,197,44,xinit,https://news.ycombinator.com/item?id=48821848
