name,stars,language,description,url,created_at
elder-plinius/T3MP3ST,2680,TypeScript,autonomous red teaming platform; multi-agent offensive-security meta-harness,https://github.com/elder-plinius/T3MP3ST,2026-07-02T17:53:55Z
ammaarreshi/Generals-Mac-iOS-iPad,1154,C++,"Command & Conquer Generals: Zero Hour running natively on macOS, iPhone & iPad — real engine (EA GPL",https://github.com/ammaarreshi/Generals-Mac-iOS-iPad,2026-07-04T02:59:39Z
jamesob/local-llm,1077,Shell,Everything I know about running LLMs locally,https://github.com/jamesob/local-llm,2026-07-03T13:06:03Z
synthetic-sciences/openscience,801,TypeScript,The open-source AI workbench for scientific research,https://github.com/synthetic-sciences/openscience,2026-07-03T15:06:45Z
xuchonglang/investing-for-beginners,739,N/A,小隐寺投资百科官方公开索引：美股、期权与加密货币知识框架,https://github.com/xuchonglang/investing-for-beginners,2026-07-03T03:56:00Z
jmerelnyc/Talos,722,Python,"GPU worker client for the Talos network. Pairs with your Talos account, serves open-model inference ",https://github.com/jmerelnyc/Talos,2026-07-02T14:43:11Z
uzairansaruzi/hermex,658,Swift,Native iPhone app for your Hermes agent,https://github.com/uzairansaruzi/hermex,2026-07-02T12:47:31Z
LinXiaoTao/FuckClaude,599,TypeScript,No description,https://github.com/LinXiaoTao/FuckClaude,2026-07-02T05:36:45Z
Kulaxyz/token-diet,596,Shell,"Always-on token-efficiency skill for coding agents (Claude Code, Codex, Cursor, Windsurf, Cline). ~3",https://github.com/Kulaxyz/token-diet,2026-07-03T15:20:04Z
514-labs/dnsglobe,545,Rust,Global DNS propagation checker TUI — watch a DNS record propagate across 34 public resolvers worldwi,https://github.com/514-labs/dnsglobe,2026-07-05T01:03:37Z
