name,stars,language,description,url,created_at
ashemag/human-atlas,2853,TypeScript,"Open-source 3D anatomy explorer: 2,234 selectable BodyParts3D meshes, system layers, search, and exp",https://github.com/ashemag/human-atlas,2026-09-05T00:24:43Z
Rion-Wu-tech/wechat-intelligence-hub,2025,Python,"Local-first WeChat intelligence system with a read-only CLI, Codex skills, searchable chat history, ",https://github.com/Rion-Wu-tech/wechat-intelligence-hub,2026-09-04T15:00:53Z
openai/NavierStokesAndEuler,1567,Lean,Lean certificates accompanying Navier-Stokes and Euler results,https://github.com/openai/NavierStokesAndEuler,2026-09-08T10:53:38Z
vinzdg/codenotch,1288,Swift,"A macOS app that pins usage limits from Claude Code, Cursor, Codex, and Antigravity to a screen edge",https://github.com/vinzdg/codenotch,2026-09-05T14:55:35Z
EverettFish/holo-card-studio,1243,Python,"Turn the user's description or uploaded reference into a finished, editable Blender card and an inte",https://github.com/EverettFish/holo-card-studio,2026-09-07T00:41:18Z
anthropics/fermats-last-theorem,1001,Lean,No description,https://github.com/anthropics/fermats-last-theorem,2026-09-04T14:21:04Z
donvito/codex-astra-luna-orchestrator,756,Python,Use Astra as orchestrator and Luna for subagents in Codex,https://github.com/donvito/codex-astra-luna-orchestrator,2026-09-05T16:03:06Z
sdli1995/dlssg_for_sm86,740,N/A,Here is a dlssg for RTX30 Series GPU ,https://github.com/sdli1995/dlssg_for_sm86,2026-09-07T16:16:48Z
KJGX66F/usque-custom-pro,722,JavaScript,基于 Cloudflare WARP / MASQUE 的可视化注册、配置生成与多客户端转换工具。 生成、Clash/Mihomo 智能分流、Shadowrocket、sing-box、本地 VLES,https://github.com/KJGX66F/usque-custom-pro,2026-09-04T01:15:28Z
yang0/handraw-style,657,HTML,手绘风格编号画廊与双语提示词 Skill,https://github.com/yang0/handraw-style,2026-09-05T21:57:22Z
