name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,464631,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-09T01:16:43Z
freeCodeCamp/freeCodeCamp,436914,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-09T01:19:39Z
sindresorhus/awesome,436118,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-09T01:14:52Z
public-apis/public-apis,396590,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-09T01:19:36Z
EbookFoundation/free-programming-books,382303,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-09T00:05:01Z
kamranahmedse/developer-roadmap,348753,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-09T01:04:42Z
jwasham/coding-interview-university,336879,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-09T01:20:03Z
donnemartin/system-design-primer,334766,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-09T01:18:13Z
vinta/awesome-python,282024,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-09T01:19:37Z
996icu/996.ICU,275464,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-08T19:00:19Z
