title,url,score,comments,by,hn_url
Tailscale didn't stop the Hugging Face intrusion,https://tailscale.com/blog/hugging-face-intrusion,463,173,bluehatbrit,https://news.ycombinator.com/item?id=49127306
Elevators,https://john.fun/elevators,884,221,Jrh0203,https://news.ycombinator.com/item?id=49124218
qm – Multiplayer agent harness for work,https://github.com/yc-software/qm,465,99,tosh,https://news.ycombinator.com/item?id=49126604
"Twenty-five years ago it was cryptography, today it's model weights",https://weeraman.com/because-we-can/,164,63,aweeraman,https://news.ycombinator.com/item?id=49083599
The Absurdity of Albert Camus,https://www.historytoday.com/archive/portrait-author-historian/absurdity-albert-camus,50,32,apollinaire,https://news.ycombinator.com/item?id=49117089
"June in Servo: real world compat, media queries, SharedWorker, and more",https://servo.org/blog/2026/07/31/june-in-servo/,104,32,iamnothere,https://news.ycombinator.com/item?id=49126765
Progressive Web Components,https://arielsalminen.com/2026/progressive-web-components/,88,13,hosteur,https://news.ycombinator.com/item?id=49121196
Big Food vs. the People,https://www.lighthousereports.com/investigation/big-food-vs-the-people/,192,131,jruohonen,https://news.ycombinator.com/item?id=49124858
Getting 25 Gbps Thunderbolt Ethernet on My Mac Studio,https://www.jeffgeerling.com/blog/2026/getting-25g-ethernet-mac-thunderbolt/,142,84,speckx,https://news.ycombinator.com/item?id=49125034
Demystifying DRAM Read Disturbance: RowHammer and RowPress Phenomena,https://arxiv.org/abs/2607.28233,31,17,Jimmc414,https://news.ycombinator.com/item?id=49128323
