coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,90109.0,1800151869680.77,1.5453795842315174,2026-01-03T01:01:53.462200,📈
cardano,0.395062,14502875098.974985,11.110037527205765,2026-01-03T01:01:53.462210,📈
ethereum,3128.69,377850410401.0085,4.24403535481126,2026-01-03T01:01:53.462211,📈
polkadot,2.2,3650700502.3635483,10.496134408450494,2026-01-03T01:01:53.462212,📈
solana,132.53,74716547296.59746,4.664944720765215,2026-01-03T01:01:53.462214,📈
