coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,61985.0,1242114971843.3303,1.191837228178871,2026-06-11T02:47:32.407164,📈
cardano,0.162082,6025055755.012972,-0.14312367948772564,2026-06-11T02:47:32.407174,📉
ethereum,1632.57,197025432992.20377,0.6117725920117758,2026-06-11T02:47:32.407175,📈
polkadot,0.926058,1563638264.684129,-2.134104197820539,2026-06-11T02:47:32.407177,📉
solana,64.41,37363073527.227005,0.15789113214932476,2026-06-11T02:47:32.407178,📈
