name,stars,language,description,url,created_at
XiaoDuoYa/codex-with-chatgpt,2285,TypeScript,ChatGPT thinks. Codex works. Use ChatGPT as the planning brain while keeping the Codex harness.,https://github.com/XiaoDuoYa/codex-with-chatgpt,2026-08-28T12:57:24Z
Nanako0129/sepia,1599,Python,"De-AI writing skill for any Agent Skills-compatible agent (77+ via the Skills CLI), with native plug",https://github.com/Nanako0129/sepia,2026-08-28T05:56:49Z
MetaMask-AI/metamask-desktop,1230,CSS,🌐 🔌 The MetaMask desktop app enables browsing Ethereum blockchain enabled websites,https://github.com/MetaMask-AI/metamask-desktop,2026-08-28T08:07:10Z
cbrock84/headcount,1118,Markdown,"An agent organization for Claude Code, structured as a company — 15+ departments, 125+ skills, each ",https://github.com/cbrock84/headcount,2026-08-28T18:03:04Z
GangTailorUpgrade/undress-service,934,Python,Dress AI Sponsor,https://github.com/GangTailorUpgrade/undress-service,2026-08-31T00:12:45Z
chrisgreg/boop,687,Go,"A tiny, self-hosted notification inbox for developers. Something happened in one of your apps; Boop ",https://github.com/chrisgreg/boop,2026-08-28T15:38:33Z
rakanki911/DLSS5-Swapper,636,JavaScript,"DLSS 5 Swapper is a powerful, easy-to-use tool for installing, managing, and restoring DLSS 5 across",https://github.com/rakanki911/DLSS5-Swapper,2026-08-29T23:51:32Z
jlrouzies-fr/DLSS5-Feeder,599,C++,DLSS 5 neural rendering in D3D11/D12/Vulkan games that ship without any DLSS — feeds a synthetic DLA,https://github.com/jlrouzies-fr/DLSS5-Feeder,2026-08-29T19:52:37Z
shadcn-ui/cn,591,TypeScript,cn is a new engine for Tailwind class merging and conflict resolution. It replaces tailwind-merge an,https://github.com/shadcn-ui/cn,2026-08-31T07:04:03Z
2akouwu/reverify,586,Python,Verified reverse engineering: AI RE grounded on deterministic tools - results checked against the bi,https://github.com/2akouwu/reverify,2026-08-31T01:02:18Z
