name,stars,language,description,url,created_at
x4gKing/X4G,3407,Python,No description,https://github.com/x4gKing/X4G,2026-07-04T06:43:51Z
Shpigford/knockoff,1570,JavaScript,"Chrome extension that filters pseudo-brand junk out of Amazon. Buy from real, established brands.",https://github.com/Shpigford/knockoff,2026-07-06T15:06:06Z
withmarbleapp/os-taxonomy,1441,JavaScript,No description,https://github.com/withmarbleapp/os-taxonomy,2026-07-08T09:27:48Z
ammaarreshi/Generals-Mac-iOS-iPad,1393,C++,"Command & Conquer Generals: Zero Hour running natively on macOS, iPhone & iPad — real engine (EA GPL",https://github.com/ammaarreshi/Generals-Mac-iOS-iPad,2026-07-04T02:59:39Z
MaximeRivest/riddle,1285,Rust,"The diary of Tom Riddle for the reMarkable Paper Pro — write with your pen, the page drinks your ink",https://github.com/MaximeRivest/riddle,2026-07-05T15:48:08Z
514-labs/dnsglobe,774,Rust,Global DNS propagation checker TUI — watch a DNS record propagate across 34 public resolvers worldwi,https://github.com/514-labs/dnsglobe,2026-07-05T01:03:37Z
wouterdebie/davit,726,Swift,A native macOS UI for Apple's platform,https://github.com/wouterdebie/davit,2026-07-04T16:50:17Z
yynxxxxx/Codex-X,694,Rust,Codex Switch & Instruct desktop manager,https://github.com/yynxxxxx/Codex-X,2026-07-04T03:28:35Z
simonlin1212/Vibe-Research,591,TypeScript,Vibe-Research: Your Personal Trading Research Agent · A股/美股/港股 的个人投研 Agent：每日复盘、资讯雷达、个股数据、板块中心、我的持仓、,https://github.com/simonlin1212/Vibe-Research,2026-07-05T06:30:55Z
Robbyant/lingbot-world-v2,582,Python,Infinite Worlds with Versatile Interactions,https://github.com/Robbyant/lingbot-world-v2,2026-07-08T09:24:50Z
