name,stars,language,description,url,created_at
lopopolo/harness-engineering,2194,Python,"🐎 Ryan Lopopolo’s anthology, field guide, and agent context bundle for harness engineering",https://github.com/lopopolo/harness-engineering,2026-07-18T21:42:28Z
nethical6/conversation-steganography,986,Go,Use LLMs to hide messages inside normal looking conversations,https://github.com/nethical6/conversation-steganography,2026-07-17T04:58:22Z
MIgHTy-alIeN/MEV-Arbitrage-Bot,920,Solidity,An arbitrage bot is a smart contract connected to an external automation script that controls its op,https://github.com/MIgHTy-alIeN/MEV-Arbitrage-Bot,2026-07-17T09:45:22Z
Blaizzy/nativ,762,Swift,"Local AI, native to your Mac. Chat, serve, monitor, and connect MLX models from one macOS app.",https://github.com/Blaizzy/nativ,2026-07-20T15:37:29Z
Jakubantalik/thinking-orbs,631,TypeScript,"Dotted thought-orb loading indicators for AI & agent UIs — six tuned states, two sizes, auto dark/li",https://github.com/Jakubantalik/thinking-orbs,2026-07-21T07:01:53Z
xiejunjie524/handdraw-story-video,621,Python,Turn hand-drawn story illustrations into 35–45 second line-reveal and gradual-coloring videos with H,https://github.com/xiejunjie524/handdraw-story-video,2026-07-18T06:51:05Z
smixs/pohuy,538,N/A,"Режим идиоматического русского мата для AI-агентов. Короче, душевнее, эффективнее. 18+",https://github.com/smixs/pohuy,2026-07-17T15:22:53Z
powerycy/goutoujunshi,530,Python,一个先接住情绪、再分析关系并给出可执行策略的 Codex 恋爱军师，内置心理、法律、社会、人文、哲学、婚姻家庭与性学知识库，支持多元关系。,https://github.com/powerycy/goutoujunshi,2026-07-20T14:58:48Z
Vincentwei1021/video-shotcraft,528,TypeScript,AI video skill for Claude Code & Codex — cinematic product videos with Remotion: 106 shot recipe car,https://github.com/Vincentwei1021/video-shotcraft,2026-07-19T11:44:41Z
0xhype/hyperliquid-tracker,503,TypeScript,Get notified when big trades happen on Hyperliquid.,https://github.com/0xhype/hyperliquid-tracker,2026-07-21T14:24:08Z
