name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,449979,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-19T00:55:03Z
freeCodeCamp/freeCodeCamp,434949,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-19T00:38:15Z
sindresorhus/awesome,423355,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-19T00:52:29Z
public-apis/public-apis,386535,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-19T00:51:05Z
EbookFoundation/free-programming-books,379010,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-19T00:43:32Z
kamranahmedse/developer-roadmap,345661,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-19T00:41:43Z
jwasham/coding-interview-university,334880,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-19T00:58:56Z
donnemartin/system-design-primer,329663,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-19T01:02:05Z
996icu/996.ICU,275043,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-18T18:38:02Z
vinta/awesome-python,274378,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-19T00:49:44Z
