name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,465274,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-12T01:19:06Z
freeCodeCamp/freeCodeCamp,437009,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-11T23:30:47Z
sindresorhus/awesome,436804,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-12T01:20:23Z
public-apis/public-apis,397914,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-12T01:17:33Z
EbookFoundation/free-programming-books,382468,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-12T01:08:37Z
kamranahmedse/developer-roadmap,348921,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-12T01:16:30Z
jwasham/coding-interview-university,336954,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-12T01:16:04Z
donnemartin/system-design-primer,335091,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-12T00:46:04Z
vinta/awesome-python,282443,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-12T01:21:11Z
996icu/996.ICU,275469,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-11T16:44:35Z
