coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,66554.0,1330950842983.9502,-0.833342090968132,2026-02-19T01:21:57.279705,📉
cardano,0.273969,10084238722.849741,-2.1646226357124037,2026-02-19T01:21:57.279715,📉
ethereum,1961.18,236510298821.33438,-0.7927636221195477,2026-02-19T01:21:57.279717,📉
polkadot,1.31,2184306320.243782,-2.332568951098572,2026-02-19T01:21:57.279720,📉
solana,81.71,46410933875.23859,-3.2197612325100002,2026-02-19T01:21:57.279722,📉
