name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,498702,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-03T02:00:21Z
sindresorhus/awesome,461659,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-03T02:02:50Z
freeCodeCamp/freeCodeCamp,444045,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-03T01:33:46Z
public-apis/public-apis,430175,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-03T02:03:19Z
EbookFoundation/free-programming-books,387533,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-03T01:30:14Z
openclaw/openclaw,367588,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-03T02:03:05Z
nilbuild/developer-roadmap,354039,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-03T01:48:35Z
donnemartin/system-design-primer,346733,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-03T01:52:11Z
jwasham/coding-interview-university,344600,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-03T01:58:19Z
vinta/awesome-python,295657,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-03T01:59:36Z
