name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,464156,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-07T01:02:43Z
freeCodeCamp/freeCodeCamp,436840,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-06T23:15:24Z
sindresorhus/awesome,435591,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-07T01:11:03Z
public-apis/public-apis,395660,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-07T01:12:49Z
EbookFoundation/free-programming-books,382178,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-07T00:33:44Z
kamranahmedse/developer-roadmap,348657,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-07T01:14:08Z
jwasham/coding-interview-university,336826,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-07T00:27:01Z
donnemartin/system-design-primer,334564,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-07T01:14:09Z
vinta/awesome-python,281739,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-07T01:11:07Z
996icu/996.ICU,275434,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-07T00:43:12Z
