coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,86609.0,1726728449049.7417,1.7356384300474024,2025-11-24T01:04:54.667652,📈
cardano,0.408073,14959805128.982252,1.0528902990376126,2025-11-24T01:04:54.667659,📈
ethereum,2783.77,336091197236.27466,0.21772026640502667,2025-11-24T01:04:54.667661,📈
polkadot,2.28,3746007260.828076,-1.2473082933187956,2025-11-24T01:04:54.667663,📉
solana,130.67,73212849557.99771,2.1264700378761474,2025-11-24T01:04:54.667665,📈
