name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,448481,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-13T00:39:16Z
freeCodeCamp/freeCodeCamp,434649,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-13T00:54:03Z
sindresorhus/awesome,421939,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-13T00:53:09Z
public-apis/public-apis,383821,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-13T00:54:43Z
EbookFoundation/free-programming-books,378716,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-13T00:30:42Z
kamranahmedse/developer-roadmap,345268,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-13T00:00:15Z
jwasham/coding-interview-university,334595,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-13T00:52:46Z
donnemartin/system-design-primer,329202,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-13T00:09:25Z
996icu/996.ICU,275003,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-12T19:34:32Z
vinta/awesome-python,273527,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-13T00:50:11Z
