name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,508292,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-31T02:35:41Z
sindresorhus/awesome,471520,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-31T02:39:31Z
freeCodeCamp/freeCodeCamp,445662,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-31T02:25:44Z
public-apis/public-apis,437965,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-31T02:38:01Z
EbookFoundation/free-programming-books,389236,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-31T02:34:53Z
openclaw/openclaw,375700,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-31T02:38:47Z
nilbuild/developer-roadmap,355755,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-31T02:36:32Z
donnemartin/system-design-primer,351033,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-31T02:32:35Z
jwasham/coding-interview-university,347819,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-31T02:25:07Z
vinta/awesome-python,300438,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-31T02:36:55Z
