name,stars,language,description,url,created_at
ashemag/human-atlas,3099,TypeScript,"Open-source 3D anatomy explorer: 2,234 selectable BodyParts3D meshes, system layers, search, and exp",https://github.com/ashemag/human-atlas,2026-09-05T00:24:43Z
openai/NavierStokesAndEuler,1720,Lean,Lean certificates accompanying Navier-Stokes and Euler results,https://github.com/openai/NavierStokesAndEuler,2026-09-08T10:53:38Z
sdli1995/dlssg_for_sm86,1444,N/A,Here is a dlssg for RTX30 Series GPU ,https://github.com/sdli1995/dlssg_for_sm86,2026-09-07T16:16:48Z
vinzdg/codenotch,1389,Swift,"A macOS app that pins usage limits from Claude Code, Cursor, Codex, and Antigravity to a screen edge",https://github.com/vinzdg/codenotch,2026-09-05T14:55:35Z
EverettFish/holo-card-studio,1338,Python,"Turn the user's description or uploaded reference into a finished, editable Blender card and an inte",https://github.com/EverettFish/holo-card-studio,2026-09-07T00:41:18Z
Edge0-AI/Edge0,1031,Python,No description,https://github.com/Edge0-AI/Edge0,2026-09-08T13:41:47Z
yang0/handraw-style,1006,HTML,手绘风格编号画廊与双语提示词 Skill,https://github.com/yang0/handraw-style,2026-09-05T21:57:22Z
donvito/codex-astra-luna-orchestrator,924,Python,Use Astra as orchestrator and Luna for subagents in Codex,https://github.com/donvito/codex-astra-luna-orchestrator,2026-09-05T16:03:06Z
iamzulx/crypto-rag,899,Python,"Asisten crypto berbahasa Indonesia: RAG pengetahuan 267 topik + data pasar realtime (6 bursa, WebSoc",https://github.com/iamzulx/crypto-rag,2026-09-05T06:20:08Z
achimala/dream-loop,738,JavaScript,Agent skill for impressive 3D visuals using Blender + image gen + subagent critic,https://github.com/achimala/dream-loop,2026-09-07T14:19:20Z
