name,stars,language,description,url,created_at
sumimakito/Mac-Duo,874,Swift,Wish you could bring the iPhone Duo effect to your MacBook?,https://github.com/sumimakito/Mac-Duo,2026-09-10T18:55:39Z
Chuloo/mural,823,Kotlin,The language app you eventually delete. A native iPhone companion for learning through conversation.,https://github.com/Chuloo/mural,2026-09-12T11:51:08Z
kruzovic7/ai-data-extractor,812,Python,"Free open-source extractor for AI coding assistant chat histories. Supports Claude Code, Cursor, Win",https://github.com/kruzovic7/ai-data-extractor,2026-09-11T18:12:58Z
yifanzhang-pro/recurrent-looped-tranformer,753,HTML,Official Project Page for Recurrent Looped Transformer (RLT),https://github.com/yifanzhang-pro/recurrent-looped-tranformer,2026-09-12T19:02:46Z
angusdevgo/IDM_Pro_Tool,697,C#,IDM激活与状态维护工具,https://github.com/angusdevgo/IDM_Pro_Tool,2026-09-10T09:39:06Z
eternityspring/reelbench-skills,676,HTML,Learning notes and tooling skills for AI video - AI 视频相关的学习与工具 skill,https://github.com/eternityspring/reelbench-skills,2026-09-11T04:55:49Z
ArasTey/lunel,664,Python,No description,https://github.com/ArasTey/lunel,2026-09-09T06:58:25Z
nftechie/stonkfly,654,Python,A full retained fly-connectome simulation with experimental memory and guarded Coinbase AgentKit tra,https://github.com/nftechie/stonkfly,2026-09-10T02:40:30Z
rizqinrr/viserys-agent,648,JavaScript,No description,https://github.com/rizqinrr/viserys-agent,2026-09-12T16:51:29Z
Faizpi/bank-sampah,646,PHP,No description,https://github.com/Faizpi/bank-sampah,2026-09-11T02:13:29Z
