coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,95023.0,1891135547200.2825,-3.8701108097401002,2025-11-15T00:59:07.007242,📉
cardano,0.502107,18352737192.089535,-4.373564352915944,2025-11-15T00:59:07.007248,📉
ethereum,3138.47,377107525292.81757,-1.945472861491243,2025-11-15T00:59:07.007251,📉
polkadot,2.83,4633345130.310466,-0.220379634100306,2025-11-15T00:59:07.007253,📉
solana,140.55,77723431460.20526,-1.9561007157939962,2025-11-15T00:59:07.007255,📉
