name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,502061,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-18T02:32:49Z
sindresorhus/awesome,467448,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-18T02:33:26Z
freeCodeCamp/freeCodeCamp,445026,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-18T02:14:51Z
public-apis/public-apis,435551,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-18T02:29:47Z
EbookFoundation/free-programming-books,388469,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-18T02:13:18Z
openclaw/openclaw,372720,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-18T02:33:31Z
nilbuild/developer-roadmap,354969,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-18T02:14:44Z
donnemartin/system-design-primer,349061,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-18T02:26:35Z
jwasham/coding-interview-university,346941,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-18T02:19:26Z
vinta/awesome-python,298239,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-18T02:32:00Z
