coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,74646.0,1494104575020.553,0.3850943542373841,2026-04-15T01:45:54.147761,📈
cardano,0.240524,8889130023.403156,-2.172055350768706,2026-04-15T01:45:54.147770,📉
ethereum,2338.51,282050312579.2436,-1.277546768097558,2026-04-15T01:45:54.147772,📉
polkadot,1.17,1965691116.8229263,-3.735126340450772,2026-04-15T01:45:54.147773,📉
solana,83.9,48246488542.22987,-2.5192227823205244,2026-04-15T01:45:54.147774,📉
