name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,458799,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-21T01:00:48Z
freeCodeCamp/freeCodeCamp,436103,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-21T00:39:26Z
sindresorhus/awesome,430882,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-21T01:01:15Z
public-apis/public-apis,392412,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-21T01:04:33Z
EbookFoundation/free-programming-books,380802,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-21T01:04:43Z
kamranahmedse/developer-roadmap,347606,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-21T00:28:22Z
jwasham/coding-interview-university,335999,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-21T01:02:13Z
donnemartin/system-design-primer,332785,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-20T23:51:54Z
vinta/awesome-python,279162,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-21T01:06:26Z
996icu/996.ICU,275198,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-21T00:47:19Z
