name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,440328,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-11-20T00:58:07Z
freeCodeCamp/freeCodeCamp,432613,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-11-20T00:46:04Z
sindresorhus/awesome,416060,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-11-20T00:50:30Z
public-apis/public-apis,379570,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-11-20T00:57:25Z
EbookFoundation/free-programming-books,377154,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-11-20T00:23:42Z
kamranahmedse/developer-roadmap,343940,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-11-20T00:38:04Z
jwasham/coding-interview-university,333636,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-11-20T00:11:49Z
donnemartin/system-design-primer,326938,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-11-20T00:51:14Z
996icu/996.ICU,274860,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-11-20T00:51:52Z
vinta/awesome-python,270093,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-11-20T00:45:21Z
