title,url,score,comments,by,hn_url
iPhone Duo,https://www.apple.com/iphone-duo/,911,1710,thecosmicfrog,https://news.ycombinator.com/item?id=49630931
Shopify acquires Tailwind,https://tailwindcss.com/blog/tailwind-is-joining-shopify,898,356,EdwinHoksberg,https://news.ycombinator.com/item?id=49626190
What do Visa and Mastercard do? An intro to card networks,https://tautology.town/2026/06/01/card-networks.html,386,227,evakhoury,https://news.ycombinator.com/item?id=49614280
AirPods 5,https://www.apple.com/newsroom/2026/09/apple-introduces-airpods-5-with-best-in-class-open-ear-active-noise-cancellation/,380,309,awad,https://news.ycombinator.com/item?id=49630253
Show HN: Compute polynomials twice as fast,https://thomasahle.com/fast-polynomials/,14,0,thomasahle,https://news.ycombinator.com/item?id=49623398
Growing proof that autonomous cars save lives,https://spectrum.ieee.org/are-self-driving-cars-safe,219,423,bookofjoe,https://news.ycombinator.com/item?id=49629886
No Man's Sky Cosmos,https://www.nomanssky.com/cosmos-update/,306,327,Limb,https://news.ycombinator.com/item?id=49628493
iPhone 18 Pro and iPhone 18 Pro Max,https://www.apple.com/newsroom/2026/09/apple-debuts-iphone-18-pro-and-iphone-18-pro-max/,284,297,meetpateltech,https://news.ycombinator.com/item?id=49630151
"GPT-6 Astra, looped transformers, and hidden reasoning",https://magazine.sebastianraschka.com/p/gpt-6-astra-looped-transformers-and,354,124,ModelForge,https://news.ycombinator.com/item?id=49627370
Factoring RSA 260,https://cognition.com/blog/factoring-rsa-260,36,5,samyok,https://news.ycombinator.com/item?id=49633534
