name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,498885,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-04T02:00:07Z
sindresorhus/awesome,462094,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-04T01:58:19Z
freeCodeCamp/freeCodeCamp,444098,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-04T01:38:28Z
public-apis/public-apis,430764,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-04T01:56:29Z
EbookFoundation/free-programming-books,387606,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-04T01:33:06Z
openclaw/openclaw,367946,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-04T02:03:25Z
nilbuild/developer-roadmap,354109,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-04T01:36:38Z
donnemartin/system-design-primer,346886,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-04T01:55:58Z
jwasham/coding-interview-university,344849,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-04T02:03:12Z
vinta/awesome-python,295833,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-04T01:55:15Z
