name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,500123,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-10T01:56:21Z
sindresorhus/awesome,464585,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-10T01:57:50Z
freeCodeCamp/freeCodeCamp,444407,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-10T01:58:01Z
public-apis/public-apis,433594,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-10T02:05:34Z
EbookFoundation/free-programming-books,387958,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-10T01:40:04Z
openclaw/openclaw,370251,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-10T02:06:01Z
nilbuild/developer-roadmap,354476,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-10T01:32:16Z
donnemartin/system-design-primer,347606,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-10T02:02:43Z
jwasham/coding-interview-university,346467,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-10T01:12:45Z
vinta/awesome-python,296802,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-10T01:56:39Z
