name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,451171,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-23T01:00:28Z
freeCodeCamp/freeCodeCamp,435101,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-22T23:58:10Z
sindresorhus/awesome,424256,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-23T00:56:52Z
public-apis/public-apis,387305,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-23T00:30:27Z
EbookFoundation/free-programming-books,379203,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-23T00:47:57Z
kamranahmedse/developer-roadmap,345903,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-23T01:03:43Z
jwasham/coding-interview-university,335073,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-23T00:43:59Z
donnemartin/system-design-primer,329972,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-23T00:54:07Z
996icu/996.ICU,275056,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-22T23:40:09Z
vinta/awesome-python,274968,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-23T00:56:53Z
