coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,84011.0,1678535193792.0151,-5.579675517719695,2026-01-30T01:16:15.417818,📉
cardano,0.333713,12262841483.391293,-6.298626722988393,2026-01-30T01:16:15.417824,📉
ethereum,2806.87,338378529367.13104,-6.518126773450486,2026-01-30T01:16:15.417827,📉
polkadot,1.74,2884009240.604358,-6.042743577105611,2026-01-30T01:16:15.417828,📉
solana,117.42,66461774015.66112,-5.944654613189271,2026-01-30T01:16:15.417830,📉
