title,url,score,comments,by,hn_url
“I just chose words carefully”,https://unsung.aresluna.org/i-just-chose-words-carefully/,321,84,zdw,https://news.ycombinator.com/item?id=49503601
Creepy Crawlies,https://people.kernel.org/monsieuricon/creepy-crawlies,944,452,zdw,https://news.ycombinator.com/item?id=49491791
Understanding ChatGPT Work,https://simonwillison.net/2026/Aug/30/understanding-chatgpt-work/,32,8,gmays,https://news.ycombinator.com/item?id=49504625
Matrox: Graphics for Professionals,https://www.abortretry.fail/p/matrox,29,2,BirAdam,https://news.ycombinator.com/item?id=49503934
Haiku R1/beta6 has been released,https://www.haiku-os.org/news/2026-08-26_haiku_r1_beta6,261,77,metrofun,https://news.ycombinator.com/item?id=49499867
Cores in space: The core memory module from a 1980 Spacelab computer,https://www.righto.com/2026/08/spacelab-core-memory.html,81,13,pwg,https://news.ycombinator.com/item?id=49502214
Show HN: NFC Energy-Harvesting PCB Business Card with an MCU,https://wilsonharper.net/projects/businesscard/,111,12,WilsonHarper,https://news.ycombinator.com/item?id=49478426
Sort branches by last commit date,https://ryangreenberg.com/til/git-branches-by-commit-date/,90,34,speckx,https://news.ycombinator.com/item?id=49435285
Continuous Diffusion Language Models (CDLM's),https://sander.ai/2026/08/24/continuous-dlms.html,60,24,peter_d_sherman,https://news.ycombinator.com/item?id=49502611
Why open source rocks – a new SM750 (Silicon Motion GPU) HDMI Driver,https://github.com/KodeMunkie/sm750hdmifb,74,34,SillyUsername,https://news.ycombinator.com/item?id=49501611
