name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,459116,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-22T01:02:55Z
freeCodeCamp/freeCodeCamp,436146,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-22T00:53:52Z
sindresorhus/awesome,431107,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-22T00:59:53Z
public-apis/public-apis,392706,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-22T01:02:31Z
EbookFoundation/free-programming-books,380878,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-22T01:01:06Z
kamranahmedse/developer-roadmap,347673,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-22T00:42:56Z
jwasham/coding-interview-university,336057,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-22T00:46:15Z
donnemartin/system-design-primer,332897,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-22T00:46:50Z
vinta/awesome-python,279296,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-22T01:04:06Z
996icu/996.ICU,275202,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-22T00:36:33Z
