name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,460930,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-27T01:10:44Z
freeCodeCamp/freeCodeCamp,436327,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-27T01:04:05Z
sindresorhus/awesome,432255,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-27T01:06:52Z
public-apis/public-apis,393604,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-27T00:45:51Z
EbookFoundation/free-programming-books,381102,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-26T23:21:05Z
kamranahmedse/developer-roadmap,347989,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-27T00:40:25Z
jwasham/coding-interview-university,336251,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-26T23:32:51Z
donnemartin/system-design-primer,333479,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-27T00:42:32Z
vinta/awesome-python,280034,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-27T00:44:28Z
996icu/996.ICU,275322,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-27T00:44:56Z
