name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,466492,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-17T01:19:25Z
sindresorhus/awesome,437896,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-17T00:53:22Z
freeCodeCamp/freeCodeCamp,437132,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-17T00:45:16Z
public-apis/public-apis,398700,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-17T00:36:50Z
EbookFoundation/free-programming-books,382611,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-17T00:45:19Z
kamranahmedse/developer-roadmap,349143,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-17T00:49:14Z
jwasham/coding-interview-university,337026,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-17T00:50:05Z
donnemartin/system-design-primer,335534,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-17T01:05:36Z
vinta/awesome-python,283154,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-17T01:14:15Z
996icu/996.ICU,275473,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-16T14:40:36Z
