coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,70401.0,1408746624857.5298,-0.905139992907997,2026-03-20T01:19:28.065382,📉
cardano,0.269967,9953225327.183718,-1.0574912080131325,2026-03-20T01:19:28.065392,📉
ethereum,2150.67,259749315219.2632,-1.911614101360732,2026-03-20T01:19:28.065394,📉
polkadot,1.53,2565619472.9786263,-1.8795017256056707,2026-03-20T01:19:28.065396,📉
solana,89.55,51201130621.24389,-0.6008463101939009,2026-03-20T01:19:28.065398,📉
