name,stars,language,description,url,created_at
deepseek-ai/deepseek-harness,131601,TypeScript,DeepSeek Harness: Everything is a Plugin.,https://github.com/deepseek-ai/deepseek-harness,2026-08-13T11:56:32Z
guillaumemeyer/watermarks-remover,11469,Python,"Strip multi-vendor AI provenance marks: Unicode text hygiene, statistical rewrite hooks, and C2PA/me",https://github.com/guillaumemeyer/watermarks-remover,2026-08-11T16:32:38Z
anywhere-labs/deepseek-harness-desktop,8926,TypeScript,为 DeepSeek Harness (DSH) 插件生态打造的现代化桌面端解决方案,https://github.com/anywhere-labs/deepseek-harness-desktop,2026-08-13T16:30:50Z
awesome-dsh-plugin/awesome-dsh-plugin,5136,Python,A curated list of plugins for DeepSeek Harness (dsh) · DeepSeek Harness 插件精选列表,https://github.com/awesome-dsh-plugin/awesome-dsh-plugin,2026-08-13T13:55:31Z
zhu1090093659/dsh-web-ui,3427,TypeScript,"Plugin and skin collection for DeepSeek Harness (DSH) Web UI - task board, git graph, right-side pan",https://github.com/zhu1090093659/dsh-web-ui,2026-08-12T05:15:20Z
xiaobright/dsh-anchored-standard,3029,JavaScript,"Two-phase DeepSeek Harness preset: Minimal-aligned bootstrap, then full Standard tools (Project2 98/",https://github.com/xiaobright/dsh-anchored-standard,2026-08-14T14:06:39Z
yjh051108/dsh-routing-suite,2819,PowerShell,"dsh-routing-suite — injector + router-standard kit: install the runtime injector first, then the tas",https://github.com/yjh051108/dsh-routing-suite,2026-08-14T21:20:55Z
cordiverse/paper,1875,N/A,A Programming Paradigm for Spatiotemporal Composability,https://github.com/cordiverse/paper,2026-08-13T09:53:33Z
xoreaxeaxeax/skitter-creek-bath-salts,1728,C,Unlocking _everything_ on the CPU with DRAM scrambling,https://github.com/xoreaxeaxeax/skitter-creek-bath-salts,2026-08-13T13:50:42Z
dmmulroy/anti-slop,1666,TypeScript,Opinionated Oxlint rules for rejecting low-evidence TypeScript and JavaScript patterns,https://github.com/dmmulroy/anti-slop,2026-08-12T13:48:50Z
