name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,492308,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-21T01:49:22Z
sindresorhus/awesome,457290,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-21T01:48:44Z
freeCodeCamp/freeCodeCamp,443268,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-21T01:41:12Z
public-apis/public-apis,425378,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-21T01:48:29Z
EbookFoundation/free-programming-books,385774,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-21T01:28:15Z
openclaw/openclaw,361273,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-21T01:50:43Z
kamranahmedse/developer-roadmap,353272,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-21T01:40:58Z
donnemartin/system-design-primer,343488,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-21T01:39:04Z
jwasham/coding-interview-university,341298,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-21T01:31:38Z
vinta/awesome-python,293470,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-21T01:43:26Z
