name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,468077,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-23T01:17:28Z
sindresorhus/awesome,439859,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-23T01:18:27Z
freeCodeCamp/freeCodeCamp,437426,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-23T00:05:48Z
public-apis/public-apis,399648,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-23T01:19:22Z
EbookFoundation/free-programming-books,382947,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-23T00:53:10Z
kamranahmedse/developer-roadmap,349601,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-22T23:12:10Z
jwasham/coding-interview-university,337328,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-23T01:16:08Z
donnemartin/system-design-primer,336245,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-23T01:09:13Z
vinta/awesome-python,284119,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-23T01:18:34Z
996icu/996.ICU,275517,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-23T01:13:13Z
