name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,455804,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-12T01:08:13Z
freeCodeCamp/freeCodeCamp,435743,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-12T00:46:07Z
sindresorhus/awesome,428831,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-12T01:05:51Z
public-apis/public-apis,390634,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-12T00:33:24Z
EbookFoundation/free-programming-books,380299,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-12T00:33:41Z
kamranahmedse/developer-roadmap,347069,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-12T00:54:16Z
jwasham/coding-interview-university,335793,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-12T00:50:23Z
donnemartin/system-design-primer,331961,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-12T01:05:36Z
vinta/awesome-python,277816,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-12T01:07:14Z
996icu/996.ICU,275140,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-11T16:40:51Z
