name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,510491,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-02T02:46:30Z
sindresorhus/awesome,472128,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-02T02:46:27Z
freeCodeCamp/freeCodeCamp,445795,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-02T02:38:19Z
public-apis/public-apis,438519,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-02T02:44:47Z
EbookFoundation/free-programming-books,389364,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-02T02:42:30Z
openclaw/openclaw,376095,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-02T02:46:00Z
nilbuild/developer-roadmap,355897,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-02T02:41:30Z
donnemartin/system-design-primer,351376,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-02T02:30:00Z
jwasham/coding-interview-university,348221,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-02T02:44:26Z
vinta/awesome-python,300801,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-02T02:46:34Z
