name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,444977,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-02T00:57:20Z
freeCodeCamp/freeCodeCamp,433833,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-02T00:58:45Z
sindresorhus/awesome,419417,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-02T00:59:58Z
public-apis/public-apis,382182,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-02T00:56:28Z
EbookFoundation/free-programming-books,378065,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-02T00:59:05Z
kamranahmedse/developer-roadmap,344703,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-01T23:58:43Z
jwasham/coding-interview-university,334328,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-02T00:39:13Z
donnemartin/system-design-primer,328192,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-02T00:41:39Z
996icu/996.ICU,274930,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-02T00:43:01Z
vinta/awesome-python,272029,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-02T00:56:21Z
