name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,487653,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-09T01:23:10Z
sindresorhus/awesome,453315,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-09T01:23:00Z
freeCodeCamp/freeCodeCamp,442236,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-09T01:12:20Z
public-apis/public-apis,420280,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-09T01:15:10Z
EbookFoundation/free-programming-books,385208,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-09T01:17:15Z
kamranahmedse/developer-roadmap,352538,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-09T01:21:22Z
openclaw/openclaw,352320,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-09T01:22:43Z
donnemartin/system-design-primer,341929,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-09T01:22:22Z
jwasham/coding-interview-university,340596,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-09T00:40:29Z
vinta/awesome-python,291432,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-09T01:19:08Z
