name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,469871,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-28T01:05:47Z
sindresorhus/awesome,441200,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-28T01:10:44Z
freeCodeCamp/freeCodeCamp,437575,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-28T00:56:20Z
public-apis/public-apis,400924,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-28T01:09:52Z
EbookFoundation/free-programming-books,383207,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-28T00:40:42Z
kamranahmedse/developer-roadmap,349848,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-28T00:40:14Z
jwasham/coding-interview-university,337486,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-28T00:34:44Z
donnemartin/system-design-primer,336872,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-28T00:25:39Z
vinta/awesome-python,284826,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-28T01:09:01Z
awesome-selfhosted/awesome-selfhosted,275697,N/A,A list of Free Software network services and web applications which can be hosted on your own server,https://github.com/awesome-selfhosted/awesome-selfhosted,2026-02-28T00:32:02Z
