name,stars,language,description,url,created_at
x4gKing/X4G,2480,Python,No description,https://github.com/x4gKing/X4G,2026-07-04T06:43:51Z
synthetic-sciences/openscience,1766,TypeScript,The open-source AI workbench for scientific research,https://github.com/synthetic-sciences/openscience,2026-07-03T15:06:45Z
Shpigford/knockoff,1414,JavaScript,"Chrome extension that filters pseudo-brand junk out of Amazon. Buy from real, established brands.",https://github.com/Shpigford/knockoff,2026-07-06T15:06:06Z
ammaarreshi/Generals-Mac-iOS-iPad,1363,C++,"Command & Conquer Generals: Zero Hour running natively on macOS, iPhone & iPad — real engine (EA GPL",https://github.com/ammaarreshi/Generals-Mac-iOS-iPad,2026-07-04T02:59:39Z
jamesob/local-llm,1276,Shell,Everything I know about running LLMs locally,https://github.com/jamesob/local-llm,2026-07-03T13:06:03Z
xuchonglang/investing-for-beginners,1220,N/A,小隐寺投资百科官方公开索引：美股、期权与加密货币知识框架,https://github.com/xuchonglang/investing-for-beginners,2026-07-03T03:56:00Z
MaximeRivest/riddle,1205,Rust,"The diary of Tom Riddle for the reMarkable Paper Pro — write with your pen, the page drinks your ink",https://github.com/MaximeRivest/riddle,2026-07-05T15:48:08Z
514-labs/dnsglobe,738,Rust,Global DNS propagation checker TUI — watch a DNS record propagate across 34 public resolvers worldwi,https://github.com/514-labs/dnsglobe,2026-07-05T01:03:37Z
yynxxxxx/Codex-X,596,Rust,Codex Switch & Instruct desktop manager,https://github.com/yynxxxxx/Codex-X,2026-07-04T03:28:35Z
wouterdebie/davit,569,Swift,A native macOS UI for Apple's platform,https://github.com/wouterdebie/davit,2026-07-04T16:50:17Z
