title,url,score,comments,by,hn_url
Introducing System One Models and Jev,https://typesafe.ai/blog/introducing-system-one-models-and-jev,825,273,albelfio,https://news.ycombinator.com/item?id=49717558
Show HN: An e-ink frame that hears birds and draws them as 1800s illustrations,https://github.com/arnegiacomo/fugleramme,1348,183,arnemunthekaas,https://news.ycombinator.com/item?id=49711544
An Update on Wayback Machine Access,https://blog.archive.org/2026/09/15/an-update-on-wayback-machine-access/,403,218,ChrisArchitect,https://news.ycombinator.com/item?id=49716176
Gemini 3.8 Live and 3.8 Live Extended Thinking,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-8-live-gemini-3-8-live-extended-thinking/,320,195,leumon,https://news.ycombinator.com/item?id=49715947
German Rheinmetall open-sources its Battlesuite connected weapon system protcol,https://rheinmetall.github.io/onboardapi-documentation/9.10.0/index.html,135,41,summarity,https://news.ycombinator.com/item?id=49718928
Cloudflare: Stay discoverable in search while disallowing AI training,https://blog.cloudflare.com/accountable-mixed-use-ai-crawlers/,4,0,djfergus,https://news.ycombinator.com/item?id=49721435
We got admin access to Baseten's production GitHub in 25 minutes,https://www.strix.ai/blog/baseten-harbor-github-pat-takeover,227,121,bearsyankees,https://news.ycombinator.com/item?id=49716476
Recreating Voodoo Graphics and a Late-1990s Gaming PC on an FPGA,https://nand2mario.github.io/posts/2026/zsst-voodoo/,42,9,zdw,https://news.ycombinator.com/item?id=49719938
Sierra digital cameras on the Apple II,https://www.colino.net/wordpress/archives/2026/09/11/sierra-digital-cameras-on-the-apple-ii/,23,2,ibobev,https://news.ycombinator.com/item?id=49680916
Building a Linux GPU Driver for the M4 Mac Mini in One Month,https://codyho.dev/blog/gpu-driver/,173,113,ADevWithAnIdea,https://news.ycombinator.com/item?id=49717638
