name,stars,language,description,url,created_at
KKKKhazix/human-writing,2275,Python,让 AI 写的中文读起来像一个具体的人在说话。通用创作与改稿 Skill，开箱即用。,https://github.com/KKKKhazix/human-writing,2026-08-05T01:19:41Z
Binaryify/open-kimi-ppt-skill,1607,N/A,非官方 Kimi Slides Skill：让 AI Agent 生成可编辑 PPTD + PPTX，并附带本地浏览器编辑器 Unofficial Kimi Slides skill for AI a,https://github.com/Binaryify/open-kimi-ppt-skill,2026-08-05T07:30:56Z
ShawnPana/phone-harness,1316,Python,let your agent control your phone,https://github.com/ShawnPana/phone-harness,2026-08-07T22:28:53Z
oil-oil/oil-motion,1199,Python,"Create smooth, responsive interactive web animations.",https://github.com/oil-oil/oil-motion,2026-08-07T12:36:33Z
MengTo/kage,774,HTML,"An interactive five-chapter night walk through a Kyoto mountain temple, rendered live in Three.js.",https://github.com/MengTo/kage,2026-08-08T07:05:07Z
SMNETSTUDIO/WeChat-AI,738,TypeScript,No description,https://github.com/SMNETSTUDIO/WeChat-AI,2026-08-10T09:06:43Z
xoreaxeaxeax/asm-hall-of-shame,730,C,Racing to the bottom of CPU performance,https://github.com/xoreaxeaxeax/asm-hall-of-shame,2026-08-06T00:08:06Z
eternityspring/shuohao-skills,648,JavaScript,"AI 短剧制作的 skill 集合：拆角色、出设定图、排大纲 | Agent skills for AI short-drama production — character bibles, mode",https://github.com/eternityspring/shuohao-skills,2026-08-06T10:38:49Z
T8mars/comfyui-minimax-h3-audio-T8,586,Python,No description,https://github.com/T8mars/comfyui-minimax-h3-audio-T8,2026-08-05T15:30:15Z
sv-number/mcp-server,549,JavaScript,"MCP server for AI agents that need a phone number: order a private number in 200+ countries, read th",https://github.com/sv-number/mcp-server,2026-08-07T11:13:26Z
