title,url,score,comments,by,hn_url
Gemini 3.7 Flash,https://blog.google/innovation-and-ai/models-and-research/gemini-models/introducing-gemini-3-7-flash/,600,335,thisisauserid,https://news.ycombinator.com/item?id=49289112
Bluesky Protocol Services,https://atproto.com/blog/introducing-bluesky-protocol-services,44,5,danabramov,https://news.ycombinator.com/item?id=49293324
Accelerating GPT-5.6 Sol Ultrafast,https://www.cerebras.ai/blog/accelerating-gpt-5-6-sol-ultrafast-with-openai,408,172,pr337h4m,https://news.ycombinator.com/item?id=49289844
NP-Overrated,https://gruhn.me/blog/2026-08-13/,142,87,theanonymousone,https://news.ycombinator.com/item?id=49291268
How AI text watermarking works,https://declaude.org/watermarking/,51,32,padolsey,https://news.ycombinator.com/item?id=49292932
Understanding is the new bottleneck,https://www.geoffreylitt.com/2026/07/02/understanding-is-the-new-bottleneck,192,100,sebg,https://news.ycombinator.com/item?id=49290299
Donkey.bas is 45 Years Old – 131 line of Glory,https://donkeybas.com/,184,79,jkrauska,https://news.ycombinator.com/item?id=49289465
DeepSeek Harness developer preview,https://deepseek.com/harness/en/,551,241,bjin,https://news.ycombinator.com/item?id=49285244
Mistral OCR 4.1,https://docs.mistral.ai/models/ocr-4-1,248,97,spelk,https://news.ycombinator.com/item?id=49288889
Choose Boring Technology (2015),https://mcfunley.com/choose-boring-technology,243,125,tosh,https://news.ycombinator.com/item?id=49289512
