name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,505772,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-28T02:23:15Z
sindresorhus/awesome,470618,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-28T02:24:49Z
freeCodeCamp/freeCodeCamp,445477,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-28T02:22:34Z
public-apis/public-apis,437471,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-28T02:21:04Z
EbookFoundation/free-programming-books,389054,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-28T02:22:26Z
openclaw/openclaw,375112,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-28T02:24:26Z
nilbuild/developer-roadmap,355581,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-28T02:25:01Z
donnemartin/system-design-primer,350585,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-28T02:19:03Z
jwasham/coding-interview-university,347524,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-28T01:41:15Z
vinta/awesome-python,299897,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-28T02:22:24Z
