coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,75935.0,1524227035814.261,-2.5695907308320347,2026-09-16T02:32:54.567424,📉
ethereum,2403.16,293051688082.04364,-4.4947960256121275,2026-09-16T02:32:54.567429,📉
cardano,0.194353,7280921097.185371,-6.488483466141383,2026-09-16T02:32:54.567431,📉
solana,97.26,57103765989.00691,-4.895488434888161,2026-09-16T02:32:54.567433,📉
polkadot,0.946563,1611867546.3353727,-4.577601643065727,2026-09-16T02:32:54.567434,📉
