coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,89330.0,1784782735890.4468,1.3392197702233912,2026-01-28T01:07:00.878743,📈
cardano,0.358724,13193247446.053808,2.0622467528496844,2026-01-28T01:07:00.878750,📈
ethereum,3020.48,364579367636.46234,3.716282687886801,2026-01-28T01:07:00.878753,📈
polkadot,1.87,3108688676.345372,0.15912732149505998,2026-01-28T01:07:00.878755,📈
solana,127.13,71953624867.74802,2.698439703031461,2026-01-28T01:07:00.878757,📈
