name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,462522,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-01T01:18:39Z
freeCodeCamp/freeCodeCamp,436581,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-01T01:16:14Z
sindresorhus/awesome,433953,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-01T01:24:35Z
public-apis/public-apis,394553,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-01T01:27:09Z
EbookFoundation/free-programming-books,381519,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-01T01:08:46Z
kamranahmedse/developer-roadmap,348369,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-01T01:26:11Z
jwasham/coding-interview-university,336571,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-01T01:22:28Z
donnemartin/system-design-primer,333992,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-01T01:22:04Z
vinta/awesome-python,280837,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-01T01:21:43Z
996icu/996.ICU,275399,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-01T00:35:34Z
