title,url,score,comments,by,hn_url
AMD Strix Halo RDMA Cluster Setup Guide,https://github.com/kyuz0/amd-strix-halo-vllm-toolboxes/blob/main/rdma_cluster/setup_guide.md,41,2,jakogut,https://news.ycombinator.com/item?id=48703258
Show HN: Decomp Academy – Learn to decompile GameCube games into matching C,https://decomp-academy.dev,25,9,jackpriceburns,https://news.ycombinator.com/item?id=48703412
Choosing a Public DNS Resolver,https://evilbit.de/dns-resolver-guide.html,66,22,pawal,https://news.ycombinator.com/item?id=48702273
Anonymous GitHub account mass-dropping undisclosed 0-days,https://github.com/bikini/exploitarium,685,269,binyu,https://news.ycombinator.com/item?id=48698617
OpenRA,https://www.openra.net/,594,117,tosh,https://news.ycombinator.com/item?id=48697560
Response to AI slop is from Robin Williams,https://jayacunzo.com/blog/your-move-chief,32,5,herbertl,https://news.ycombinator.com/item?id=48703452
AI learns the “dark art” of RFIC design,https://spectrum.ieee.org/ai-radio-chip-design,194,129,Brajeshwar,https://news.ycombinator.com/item?id=48660021
Enhancing X11 Application Security with LXC,https://dobrowolski.dev/article/enhancing-x11-application-security-with-lxc/,36,10,shirozuki,https://news.ycombinator.com/item?id=48701936
Fintech Engineering Handbook,https://w.pitula.me/fintech-engineering-handbook/,486,163,signa11,https://news.ycombinator.com/item?id=48696982
Space Shuttle Endeavour's 20-story vertical display,https://californiasciencecenter.org/about-us/samuel-oschin-air-and-space-center/go-for-stack,16,1,uticus,https://news.ycombinator.com/item?id=48686032
